Hugo_Symbol	compounds	samples	predicted_proportion	observed_proportion	p_enriched	p_twosided	logOR	Role	q_enriched	q_twosided
DROSHA	8	192	0.029538815816052	0.0416666666666667	0.209564009117596	0.284893477486614	0.496281698108387	n/a	1	0.740899018013241
JAK1	13	282	0.0356985304573681	0.0460992907801418	0.2114267909268	0.332899937337086	0.368879869091897	Oncogene/TSG	1	0.826937610300103
CD274	2	43	0.0199443715982126	0.0465116279069767	0.211509337380614	0.211509337380614	1.22160976697092	Oncogene	1	0.661460016266366
NFE2L2	12	321	0.0285971738191892	0.0373831775700935	0.212082493942517	0.313920675804266	0.386516626947146	Oncogene	1	0.788177180648345
NFKBIA	3	98	0.0161959267351945	0.0306122448979592	0.212460390663715	0.212460390663715	0.918477824495368	TSG	1	0.661460016266366
PIK3CG	18	518	0.0281151986994389	0.0347490347490347	0.212533682502854	0.350168441111268	0.305622660611144	Oncogene	1	0.860029348740529
PBRM1	32	682	0.0402966908895556	0.0469208211143695	0.213513324410224	0.379650483764123	0.219566889323397	TSG	1	0.873383132600225
TSC1	14	364	0.030327081174621	0.0384615384615385	0.219498459842196	0.356247847815737	0.34280981895791	TSG	1	0.866498671510152
PTPN11	7	188	0.026118740229311	0.0372340425531915	0.222734197942433	0.351746478821073	0.5115369463008	Oncogene	1	0.860029348740529
EPHA3	24	545	0.0371328326371682	0.0440366972477064	0.225012900501523	0.364832762879068	0.246010897041601	TSG	1	0.873383132600225
GPS2	3	110	0.0149710085536405	0.0272727272727273	0.22810181970103	0.22810181970103	0.865287562099689	TSG	1	0.691711362340138
CTNNB1	28	838	0.0286211580364913	0.0334128878281623	0.228458587926662	0.405756366390538	0.223322632214313	Oncogene	1	0.892637312443758
TP63	11	296	0.0285710821143047	0.0371621621621622	0.229441333453677	0.378481391102212	0.37927876417849	Oncogene/TSG	1	0.873383132600225
AMER1	17	440	0.0320323184152636	0.0386363636363636	0.249544988626446	0.414780078801489	0.270431097122498	TSG	1	0.892637312443758
GATA3	20	807	0.0209402171462852	0.0247831474597274	0.253692706687634	0.458532660930378	0.243083018549947	Oncogene/TSG	1	0.920139934639313
HGF	13	389	0.0269486028739191	0.0334190231362468	0.254130410707895	0.430283010129653	0.310459083240031	Oncogene	1	0.899331906976904
CUL3	7	184	0.0279134055710367	0.0380434782608696	0.256113873212954	0.366349857320013	0.446691004831861	n/a	1	0.873383132600225
RNF43	13	385	0.0273859876975507	0.0337662337662338	0.260431399348412	0.431897705008055	0.302143359078217	TSG	1	0.899331906976904
CCNE1	3	70	0.0261354730794179	0.0428571428571429	0.276658540790957	0.43329695732292	0.713526399726493	Oncogene	1	0.899331906976904
PPARG	3	84	0.0219613024332165	0.0357142857142857	0.280911264101459	0.435759850734002	0.701537650613388	Oncogene	1	0.900441815454773
NPM1	2	48	0.0218345802197858	0.0416666666666667	0.282096472710082	0.282096472710082	0.932278894168733	TSG	1	0.740899018013241
HOXB13	2	77	0.0140942607330735	0.025974025974026	0.295786325691782	0.295786325691782	0.881961840891183	Oncogene/TSG	1	0.754966062757434
WWTR1	2	54	0.020194987108579	0.037037037037037	0.297829943315104	0.297829943315104	0.874971462510842	Oncogene	1	0.755905345261705
ASXL2	14	297	0.0398255033716898	0.0471380471380471	0.297948332129749	0.459193195730434	0.243199394321753	TSG	1	0.920139934639313
ARAF	5	166	0.0223222776295796	0.0301204819277108	0.313187776277044	0.426124231896677	0.43226061480147	Oncogene	1	0.896396469800667
KDM6A	28	704	0.0358757677290716	0.0397727272727273	0.315829964706671	0.542988245750099	0.14876978789944	TSG	1	0.998328782540536
PAK5	12	358	0.0283834764856116	0.0335195530726257	0.320295712160697	0.522442151423597	0.239951607787267	Oncogene	1	0.98573096776612
NTHL1	1	25	0.0154504304473126	0.04	0.322452626595431	0.322452626595431	1.37235296798345	TSG	1	0.805269393690195
MET	21	413	0.0455536174670093	0.0508474576271186	0.334366135268966	0.555508831756065	0.158610016426365	Oncogene	1	1
PDGFRB	9	259	0.0292543866274482	0.0347490347490347	0.347733361212801	0.576795823485534	0.24831993383734	Oncogene	1	1
PLCG2	8	293	0.0227744739569992	0.0273037542662116	0.352110232764455	0.553872955541871	0.26168160419642	Oncogene	1	1
NF2	11	371	0.0257148860887082	0.0296495956873315	0.358890981941625	0.620008388351031	0.205408668908537	TSG	1	1
PRKD1	5	185	0.0213003545419253	0.027027027027027	0.359419993654994	0.603214379875546	0.343525380003556	n/a	1	1
AXIN1	6	183	0.0271887203718832	0.0327868852459016	0.379676031003772	0.644296645232732	0.270110599215514	TSG	1	1
PDCD1LG2	1	33	0.015021476238123	0.0303030303030303	0.393147529284755	0.393147529284755	1.01243546949721	Oncogene	1	0.892637312443758
PPP6C	2	82	0.0165765537918051	0.024390243902439	0.395074270922604	0.395074270922604	0.557160078458662	TSG	1	0.892637312443758
RAD51C	3	87	0.0260593785942767	0.0344827586206897	0.396167363632996	0.496704324055	0.404072512492608	TSG	1	0.963105191550408
BCL2	1	30	0.0172807697722381	0.0333333333333333	0.40723351960007	0.40723351960007	0.947798110353745	Oncogene	1	0.892637312443758
H3F3C	2	70	0.0199865630498465	0.0285714285714286	0.409230814699735	0.652586851326955	0.515542769644403	n/a	1	1
FLT1	12	372	0.0293280493623345	0.032258064516129	0.409824766475885	0.645957259227468	0.137378760180854	Oncogene	1	1
RHEB	1	32	0.0164073938181905	0.03125	0.411036781437485	0.411036781437485	0.929510093164003	Oncogene	1	0.892637312443758
FGFR1	6	205	0.0256545817832585	0.0292682926829268	0.430001075759894	0.656816316756972	0.190122083844924	Oncogene	1	1
GATA1	3	119	0.0202802279660388	0.0252100840336134	0.434875754508501	0.52219759077506	0.313927057705405	n/a	1	0.98573096776612
STAT3	4	157	0.0214519637128894	0.0254777070063694	0.435497305596028	0.583052899528199	0.248125722800464	Oncogene	1	1
GNAS	9	361	0.0229467819736727	0.0249307479224377	0.447454592316206	0.724403136449116	0.11963431814816	Oncogene	1	1
MSI2	1	34	0.0175966168496562	0.0294117647058824	0.453166793055878	0.453166793055878	0.741095267581899	Oncogene	1	0.920125618943891
CHEK2	5	153	0.0290226734035689	0.0326797385620915	0.457795810611668	0.634023986979014	0.171216023583816	TSG	1	1
DAXX	6	206	0.0263008289004456	0.029126213592233	0.457929489058058	0.665319574206446	0.14720989490848	TSG	1	1
MEF2B	2	71	0.021728586186829	0.028169014084507	0.458337907136046	0.668529229726678	0.37451476448567	Oncogene	1	1
PIK3C2G	17	460	0.0354457026295982	0.0369565217391304	0.464811076912875	0.800796030206707	0.0602182516505405	n/a	1	1
SMARCA4	33	809	0.0398359031895608	0.0407911001236094	0.46946998294431	0.857190372185043	0.034185131546587	TSG	1	1
HIST1H3H	1	56	0.0112842500155038	0.0178571428571429	0.470334928044431	0.470334928044431	0.662190731763267	n/a	1	0.930705133037074
LATS2	10	291	0.0324636804012954	0.0343642611683849	0.472223268449964	0.742180157414055	0.08208237453254	TSG	1	1
TSHR	6	184	0.0299306994484566	0.0326086956521739	0.473640800571444	0.826464371126437	0.12363074096774	Oncogene	1	1
HIST1H3J	1	53	0.0120881771515693	0.0188679245283019	0.475115566532579	0.475115566532579	0.64233902682498	n/a	1	0.936198183842678
FLT3	8	295	0.0254389499912698	0.0271186440677966	0.476969222333364	0.851857795311219	0.0922459218234797	Oncogene	1	1
TGFBR1	7	250	0.0261341348737071	0.028	0.479858427643387	0.841110018880509	0.0994914250589914	TSG	1	1
NUP93	4	154	0.0232479441917364	0.025974025974026	0.482020213283149	0.784973204606201	0.159966504279373	n/a	1	1
STAG2	18	474	0.0369757366299867	0.0379746835443038	0.487480695205798	0.902751250467373	0.0384590533624464	TSG	1	1
RPS6KB2	2	77	0.0216843805029282	0.025974025974026	0.499593270245668	0.684469906024591	0.260413421378916	Oncogene	1	1
MDM2	4	88	0.0416088412458221	0.0454545454545455	0.500753763153099	0.786673957956466	0.127534459447466	Oncogene	1	1
SOCS1	1	41	0.016843206542005	0.024390243902439	0.50165034354966	0.50165034354966	0.534137366118395	TSG	1	0.968060786932609
MEN1	7	320	0.0210585790693097	0.021875	0.511893737993378	0.844664093311751	0.0548749233553038	TSG	1	1
MAPK1	2	81	0.0215977035525025	0.0246913580246914	0.524432477571715	0.695007145211441	0.193128265684082	Oncogene	1	1
TET2	17	369	0.0458080982759592	0.046070460704607	0.524970261790869	0.901136542528367	0.00823935437664814	TSG	1	1
PIK3R3	2	70	0.0250444867178417	0.0285714285714286	0.525969146070894	0.695377946086118	0.190080128701007	TSG	1	1
CTCF	8	287	0.0273182266628829	0.0278745644599303	0.526195115989451	0.856216915303536	0.0290854276299087	TSG	1	1
SETD2	50	816	0.0615322653126222	0.0612745098039216	0.532798033641342	1	-0.00605606880993101	TSG	1	1
CDH1	24	853	0.028269829912434	0.0281359906213365	0.537685475304594	1	-0.0068464439339735	TSG	1	1
MAP2K2	2	85	0.0213565187271805	0.0235294117647059	0.544302241233095	0.703920712726365	0.139788757564558	Oncogene	1	1
HIST1H3I	1	71	0.0110920762791095	0.0140845070422535	0.547033767154393	0.547033767154393	0.344579627475055	n/a	1	1
FGFR4	5	199	0.0249705518567239	0.0251256281407035	0.556241074784736	0.822090253739766	0.00893195850465424	Oncogene	1	1
IKZF1	8	335	0.0240790348892056	0.0238805970149254	0.5580810291988	1	-0.0119386642269846	n/a	1	1
KDM5C	12	391	0.0311895753236782	0.030690537084399	0.562660964327228	1	-0.0232700159648804	TSG	1	1
SMARCD1	2	82	0.023149337802183	0.024390243902439	0.568744546731007	0.715269087846764	0.0753332600586288	n/a	1	1
BRD4	9	263	0.0350582245139278	0.0342205323193916	0.575801071068569	1	-0.0348907322841729	Oncogene	1	1
FAM46C	2	91	0.021295261857954	0.021978021978022	0.579733172446484	0.720760691873395	0.0455290794271998	n/a	1	1
PPP4R2	1	48	0.0182628426224406	0.0208333333333333	0.587170256519708	0.587170256519708	0.189982349902453	n/a	1	1
CEBPA	1	62	0.0142198733674589	0.0161290322580645	0.588505885696582	0.588505885696582	0.181751262036184	TSG	1	1
MAPKAP1	1	51	0.0177603581532213	0.0196078431372549	0.599049885651234	0.599049885651234	0.142770172609226	n/a	1	1
ANKRD11	19	436	0.0453132768698036	0.0435779816513761	0.601329430499001	1	-0.0563344459538064	TSG	1	1
STAT5B	2	93	0.0218865742475832	0.021505376344086	0.606550685979135	1	-0.0253487785567853	Oncogene	1	1
MYCN	2	149	0.013692871900049	0.0134228187919463	0.60667770106959	1	-0.0287373953569804	Oncogene	1	1
ICOSLG	1	52	0.0179740355307958	0.0192307692307692	0.610601325578197	0.610601325578197	0.0975021125000104	n/a	1	1
FLT4	12	422	0.0301329750281181	0.028436018957346	0.620197623989345	1	-0.0836236154326988	Oncogene	1	1
CBL	6	215	0.0298089229106247	0.027906976744186	0.620750239546351	1	-0.0951184062920384	TSG	1	1
INHA	1	73	0.0133387579418503	0.0136986301369863	0.62479466132535	0.62479466132535	0.0384072967978989	TSG	1	1
SRC	2	115	0.0183605465183514	0.0173913043478261	0.625955862626899	1	-0.078242863689377	Oncogene	1	1
HRAS	3	191	0.0168513218369122	0.0157068062827225	0.626111771016971	1	-0.10147190003081	Oncogene	1	1
MYOD1	2	127	0.0166484845078582	0.015748031496063	0.62645034053979	1	-0.0802193534226931	n/a	1	1
BLM	7	188	0.0400383367852991	0.0372340425531915	0.629809442496059	1	-0.104759784912353	TSG	1	1
SOX17	6	309	0.0210466256658593	0.0194174757281553	0.633779914507119	1	-0.116233286835269	TSG	1	1
BIRC3	2	99	0.0218236111055795	0.0202020202020202	0.638893800848714	1	-0.11139027133703	n/a	1	1
BBC3	1	52	0.0196342621810902	0.0192307692307692	0.643399048166955	1	-0.0299569136035791	TSG	1	1
SUZ12	3	116	0.0284281249159373	0.0258620689655172	0.643866551698663	1	-0.136481248399452	n/a	1	1
NBN	4	157	0.0281242972729088	0.0254777070063694	0.64675471668389	1	-0.142581608031273	TSG	1	1
INPP4A	4	180	0.024652672804304	0.0222222222222222	0.650138313847599	1	-0.14974097638224	n/a	1	1
PGR	5	282	0.0196830340965569	0.0177304964539007	0.652684410139433	1	-0.150719693833838	Oncogene	1	1
MRE11A	3	120	0.0279886176685143	0.025	0.655996618657251	1	-0.162912140432671	TSG	1	1
FGF4	1	70	0.0152671120042916	0.0142857142857143	0.659363652377696	1	-0.0958540084183996	Oncogene	1	1
BTK	4	185	0.0244294868718973	0.0216216216216216	0.664127127558733	1	-0.176148831639279	Oncogene	1	1
RARA	3	139	0.0247016640874086	0.0215827338129496	0.670093796513409	1	-0.194730617955931	n/a	1	1
MSH2	4	161	0.0285893922130588	0.0248447204968944	0.678553526341351	1	-0.202540638126096	TSG	1	1
CALR	1	75	0.0151978948812266	0.0133333333333333	0.682917246708288	1	-0.18883400499913	Oncogene	1	1
BRCA1	18	389	0.0505890607012009	0.0462724935732648	0.683580871828863	0.81676605340216	-0.128670606310272	TSG	1	1
IRF4	2	125	0.0188910036789116	0.016	0.685942340395889	1	-0.239627449028763	Oncogene	1	1
TCF3	2	140	0.0170281152436735	0.0142857142857143	0.6906546280483	1	-0.253345586374411	TSG	1	1
TOP1	4	137	0.0341100170777896	0.0291970802919708	0.69067243918952	1	-0.224371370448351	TSG	1	1
PIK3CB	6	218	0.0318736398970894	0.0275229357798165	0.696753350014534	1	-0.211729415292883	Oncogene	1	1
CYSLTR2	1	75	0.0158601059663213	0.0133333333333333	0.69851702968522	1	-0.250364910891395	n/a	1	1
BCL6	3	136	0.0263906068894301	0.0220588235294118	0.699101129803274	1	-0.258668678618478	Oncogene	1	1
SHOC2	1	53	0.0228470947058462	0.0188679245283019	0.706225589303086	1	-0.276074984997219	Oncogene	1	1
CCND2	1	77	0.0158817782160183	0.012987012987013	0.708499007794219	1	-0.290302804950543	Oncogene	1	1
GLI1	6	297	0.0237353732732307	0.0202020202020202	0.708657769598532	0.849237454789632	-0.232539168726295	Oncogene	1	1
RAC1	2	118	0.0210847561305363	0.0169491525423729	0.713503657952673	1	-0.314987194872624	Oncogene	1	1
MDC1	16	334	0.0537323795012451	0.0479041916167665	0.715608018130948	0.716701559890595	-0.165639830910621	n/a	1	1
FAM175A	1	54	0.023084496726244	0.0185185185185185	0.716679438261563	1	-0.31795559238414	TSG	1	1
GNAQ	2	109	0.0230721875593339	0.018348623853211	0.719329951845139	1	-0.33048293275447	Oncogene	1	1
CRLF2	1	63	0.0199753153710326	0.0158730158730159	0.719500605308333	1	-0.331642014381979	Oncogene	1	1
FUBP1	4	158	0.0309051792047324	0.0253164556962025	0.722508879452503	1	-0.28777318898686	TSG	1	1
ACVR1	1	87	0.0146568230040509	0.0114942528735632	0.723233393525247	1	-0.350659726529704	Oncogene	1	1
RTEL1	3	146	0.0255673138021484	0.0205479452054795	0.723816941381076	1	-0.31530646197534	TSG	1	1
PAK1	2	105	0.0242367946244314	0.019047619047619	0.725563755609515	1	-0.347588239358353	Oncogene	1	1
IGF2	1	82	0.01571832121787	0.0121951219512195	0.727233577557426	1	-0.366142954832542	Oncogene	1	1
CSDE1	2	107	0.0239375767332483	0.0186915887850467	0.728789180009519	1	-0.356887908311509	n/a	1	1
TRAF7	3	170	0.0223420643638841	0.0176470588235294	0.734084779970031	1	-0.340334739875839	n/a	1	1
EPCAM	1	58	0.0228311330808757	0.0172413793103448	0.738038144578742	1	-0.405127265861402	TSG	1	1
SYK	2	115	0.0227152857561571	0.0173913043478261	0.738515955801965	1	-0.385297315646308	Oncogene	1	1
